,Long,Lat,title,datastreamName,datastreamDescription,observationType,unitOfCategory,phenomenonTime,resultTime,result,submitTime,imageStatus,parameters,licenseName,licenseURI,attributionDataSource,attributionDataAggregator,validationStatus,validationMethod,validationResult,qualityDescription,qualityGrade,observedPropertyName,observedPropertyDescription,observedPropertyDefinition,sensorName,sensorDescription,sensorEncodingType,sensorMetadata,locationName,locationDescription,locationEncodingType,latitude,longitude,volunteerName,volunteerDescription,volunteerProperties,featureName,featureDescription,featureEncodingType,featureLocation,type,coordinates
208,1.97935,7.92821,GLOBE Observer Mosquito Habitats,Moquito Habitats 60094201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/27/2019 19:59,9/27/2019 0:00,https://data.globe.gov/system/photos/2019/09/27/1222081/original.jpg,2/22/2022 10:18,1,20,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60094201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ875765,169373,GeoJSON,7.928209782,1.979349971,User: 60094201,Benin GLOBE v-School,container: artificial,31NCJ875765,169373,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.92821', 'location.locationDetails.stationaryProperties.longitude': '1.97935'}",Point,"['1.97935', '7.92821']"
209,2.31911,6.39302,GLOBE Observer Mosquito Habitats,Moquito Habitats 60271901,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/10/2019 11:52,10/10/2019 0:00,https://data.globe.gov/system/photos/2019/10/10/1238645/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60271901,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH247067,171165,GeoJSON,6.393020153,2.319109917,User: 60271901,Laboratoire d’Entomologie Agricole (LEAg/UAC),container: artificial,31NDH247067,171165,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.39302', 'location.locationDetails.stationaryProperties.longitude': '2.31911'}",Point,"['2.31911', '6.39302']"
210,3.3893,11.8654,GLOBE Observer Mosquito Habitats,Moquito Habitats 60518701,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/5/2019 16:02,10/5/2019 0:00,https://data.globe.gov/system/photos/2019/10/05/1231043/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60518701,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PEP424117,170392,GeoJSON,11.86540031,3.389300108,User: 60518701,Centre de Promotion Social (CPS) de Malanville,still: lake/pond/swamp,31PEP424117,170392,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '11.8654', 'location.locationDetails.stationaryProperties.longitude': '3.3893'}",Point,"['3.3893', '11.8654']"
211,1.97754,7.92911,GLOBE Observer Mosquito Habitats,Moquito Habitats 60093801,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/27/2019 10:04,9/27/2019 0:00,https://data.globe.gov/system/photos/2019/09/27/1221218/original.jpg,2/22/2022 10:18,1,30,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60093801,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ873766,169374,GeoJSON,7.92911005,1.977540016,User: 60093801,Benin GLOBE v-School,container: artificial,31NCJ873766,169374,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.92911', 'location.locationDetails.stationaryProperties.longitude': '1.97754'}",Point,"['1.97754', '7.92911']"
212,2.33084,6.41203,GLOBE Observer Mosquito Habitats,Moquito Habitats 59555701,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/23/2019 7:10,9/23/2019 0:00,https://data.globe.gov/system/photos/2019/09/23/1216361/original.jpg; https://data.globe.gov/system/photos/2019/09/23/1216362/original.jpg,2/22/2022 10:18,1,3',,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59555701,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH260088,168873,GeoJSON,6.41203022,2.330840111,User: 59555701,Africa Hope ONG,container: artificial,31NDH260088,168873,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.41203', 'location.locationDetails.stationaryProperties.longitude': '2.33084'}",Point,"['2.33084', '6.41203']"
213,1.97931,7.9463,GLOBE Observer Mosquito Habitats,Moquito Habitats 60094601,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/27/2019 10:13,9/27/2019 0:00,https://data.globe.gov/system/photos/2019/09/27/1221229/original.jpg,2/22/2022 10:18,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60094601,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ875785,169377,GeoJSON,7.94630003,1.979310036,User: 60094601,EPP Dogoudo,container: artificial,31NCJ875785,169377,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.9463', 'location.locationDetails.stationaryProperties.longitude': '1.97931'}",Point,"['1.97931', '7.9463']"
214,1.9466,6.39149,GLOBE Observer Mosquito Habitats,Moquito Habitats 50084401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/8/2019 17:37,11/8/2019 0:00,,2/22/2022 10:41,1,6',,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50084401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH835066,181142,GeoJSON,6.391489983,1.94659996,User: 50084401,Collège Catholique COME,container: artificial,31NCH835066,181142,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.39149', 'location.locationDetails.stationaryProperties.longitude': '1.9466'}",Point,"['1.9466', '6.39149']"
215,2.32,6.40478,GLOBE Observer Mosquito Habitats,Moquito Habitats 60271901,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/10/2019 11:44,10/10/2019 0:00,https://data.globe.gov/system/photos/2019/10/10/1238630/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60271901,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH248080,171164,GeoJSON,6.404779911,2.319999933,User: 60271901,Laboratoire d’Entomologie Agricole (LEAg/UAC),container: artificial,31NDH248080,171164,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.40478', 'location.locationDetails.stationaryProperties.longitude': '2.32'}",Point,"['2.32', '6.40478']"
216,3.37734,11.85095,GLOBE Observer Mosquito Habitats,Moquito Habitats 47055182,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/20/2019 21:37,10/20/2019 0:00,,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47055182,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PEP411101,177013,GeoJSON,11.85095024,3.377340078,User: 47055182,CEG Malanville,still: lake/pond/swamp,31PEP411101,177013,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '11.85095', 'location.locationDetails.stationaryProperties.longitude': '3.37734'}",Point,"['3.37734', '11.85095']"
217,3.39203,11.84822,GLOBE Observer Mosquito Habitats,Moquito Habitats 60519201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",53:00.0,10/28/2019 0:00,https://data.globe.gov/system/photos/2019/10/28/1306907/original.jpg,2/22/2022 10:34,1,6',,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60519201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PEP427098,170460,GeoJSON,11.84821987,3.392030001,User: 60519201,Benin GLOBE v-School,container: artificial,31PEP427098,170460,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '11.84822', 'location.locationDetails.stationaryProperties.longitude': '3.39203'}",Point,"['3.39203', '11.84822']"
218,2.31909,6.40478,GLOBE Observer Mosquito Habitats,Moquito Habitats 60271901,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/10/2019 11:54,10/10/2019 0:00,https://data.globe.gov/system/photos/2019/10/10/1238648/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60271901,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH247080,171166,GeoJSON,6.404779911,2.31908989,User: 60271901,Laboratoire d’Entomologie Agricole (LEAg/UAC),container: artificial,31NDH247080,171166,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.40478', 'location.locationDetails.stationaryProperties.longitude': '2.31909'}",Point,"['2.31909', '6.40478']"
219,1.98026,7.92641,GLOBE Observer Mosquito Habitats,Moquito Habitats 60094201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/27/2019 10:56,9/27/2019 0:00,https://data.globe.gov/system/photos/2019/09/27/1221289/original.jpg,2/22/2022 10:18,1,20,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60094201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ876763,169381,GeoJSON,7.926410198,1.980260015,User: 60094201,Benin GLOBE v-School,flowing: still water found next to river or stream,31NCJ876763,169381,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.92641', 'location.locationDetails.stationaryProperties.longitude': '1.98026'}",Point,"['1.98026', '7.92641']"
220,2.34078,6.41566,GLOBE Observer Mosquito Habitats,Moquito Habitats 60271901,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/10/2019 13:49,10/10/2019 0:00,https://data.globe.gov/system/photos/2019/10/10/1238998/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60271901,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH271092,171207,GeoJSON,6.415659904,2.34078002,User: 60271901,Laboratoire d’Entomologie Agricole (LEAg/UAC),container: artificial,31NDH271092,171207,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.41566', 'location.locationDetails.stationaryProperties.longitude': '2.34078'}",Point,"['2.34078', '6.41566']"
221,3.39203,11.84822,GLOBE Observer Mosquito Habitats,Moquito Habitats 60519201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/28/2019 22:00,10/28/2019 0:00,https://data.globe.gov/system/photos/2019/10/28/1306914/original.jpg; https://data.globe.gov/system/photos/2019/10/28/1306915/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60519201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PEP427098,170460,GeoJSON,11.84821987,3.392030001,User: 60519201,Benin GLOBE v-School,container: artificial,31PEP427098,170460,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '11.84822', 'location.locationDetails.stationaryProperties.longitude': '3.39203'}",Point,"['3.39203', '11.84822']"
222,1.98026,7.92641,GLOBE Observer Mosquito Habitats,Moquito Habitats 60094201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/27/2019 11:08,9/27/2019 0:00,https://data.globe.gov/system/photos/2019/09/27/1221300/original.jpg,2/22/2022 10:18,1,16,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60094201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ876763,169381,GeoJSON,7.926410198,1.980260015,User: 60094201,Benin GLOBE v-School,container: artificial,31NCJ876763,169381,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.92641', 'location.locationDetails.stationaryProperties.longitude': '1.98026'}",Point,"['1.98026', '7.92641']"
223,2.34078,6.41566,GLOBE Observer Mosquito Habitats,Moquito Habitats 60271901,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/10/2019 13:45,10/10/2019 0:00,https://data.globe.gov/system/photos/2019/10/10/1238995/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60271901,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH271092,171207,GeoJSON,6.415659904,2.34078002,User: 60271901,Laboratoire d’Entomologie Agricole (LEAg/UAC),container: artificial,31NDH271092,171207,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.41566', 'location.locationDetails.stationaryProperties.longitude': '2.34078'}",Point,"['2.34078', '6.41566']"
224,3.39111,11.84732,GLOBE Observer Mosquito Habitats,Moquito Habitats 60519201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/28/2019 21:39,10/28/2019 0:00,https://data.globe.gov/system/photos/2019/10/28/1306875/original.jpg,2/22/2022 10:34,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60519201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PEP426097,177713,GeoJSON,11.8473196,3.391109943,User: 60519201,Benin GLOBE v-School,container: artificial,31PEP426097,177713,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '11.84732', 'location.locationDetails.stationaryProperties.longitude': '3.39111'}",Point,"['3.39111', '11.84732']"
