,date,lat,lon,parameters,rfh_avg,vim_avg,month,year,rh_anoms,t_abs,magnitude
62,2018-12-03,6.58620000011203,1.67306000030009,0,3.68948311688312,42.8846,12,2018,-7.200799,27.914286,0
63,2018-12-18,6.58620000011203,1.67306000030009,0,3.20778181818182,37.2871,12,2018,-7.200799,27.914286,0
64,2019-01-03,6.44641999990886,2.34616999987017,0,1.49958181818182,34.6449,1,2019,1.1465418,28.61857,0
65,2019-01-03,6.44641999990886,2.34616999987017,0,1.49958181818182,34.6449,1,2019,1.1465418,28.61857,0
66,2019-01-05,7.18313000039258,2.0580799998938,2,1.49958181818182,34.6449,1,2019,1.1465418,28.61857,0
67,2019-01-05,7.18313000039258,2.0580799998938,0,1.49958181818182,34.6449,1,2019,1.1465418,28.61857,0
68,2019-01-07,6.40661000044396,2.33717000002411,0,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
69,2019-01-11,6.39035000006121,2.35528000021937,4,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
70,2019-01-11,6.39035000006121,2.35528000021937,0,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
71,2019-01-14,7.17855999966035,2.03635000020765,4,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
72,2019-01-14,7.18224000020614,2.06712999996857,2,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
73,2019-01-14,7.17855999966035,2.03363000034205,3,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
74,2019-01-15,6.41476000043508,2.33897000017299,0,1.00666753246753,32.778,1,2019,1.1465418,28.61857,0
75,2019-01-18,7.16950000009442,2.02913000041903,6,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
76,2019-01-18,7.16950000009442,2.02913000041903,3,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
77,2019-01-18,7.16950000009442,2.02913000041903,3,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
78,2019-01-18,6.50857999960254,2.16973000036931,0,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
79,2019-01-18,7.16950000009442,2.02913000041903,5,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
80,2019-01-18,7.16950000009442,2.02913000041903,4,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
81,2019-01-24,6.42924000007812,2.35070999997614,0,2.56062987012987,31.8069,1,2019,1.1465418,28.61857,0
82,2019-02-01,6.55046000007136,2.35689000039743,0,4.57385974025974,31.4587,2,2019,-0.6734809,29.385714,0
83,2019-02-05,6.54231999990803,2.35598999987382,0,4.57385974025974,31.4587,2,2019,-0.6734809,29.385714,0
84,2019-02-05,6.54231999990803,2.35509000024855,0,4.57385974025974,31.4587,2,2019,-0.6734809,29.385714,0
85,2019-02-05,6.54231999990803,2.35598999987382,0,4.57385974025974,31.4587,2,2019,-0.6734809,29.385714,0
86,2019-02-07,6.50253000018317,2.36146999978806,0,9.12358571428571,31.7238,2,2019,-0.6734809,29.385714,0
87,2019-02-09,6.36952999976658,2.33812999992385,20,9.12358571428571,31.7238,2,2019,-0.6734809,29.385714,1
88,2019-02-20,7.19578999965497,2.05623999956196,9,7.29612337662338,32.421,2,2019,-0.6734809,29.385714,0
89,2019-02-21,7.17856999975306,2.04268999956421,3,7.29612337662338,32.421,2,2019,-0.6734809,29.385714,0
90,2019-02-26,7.16950000009442,2.03093999971531,4,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
91,2019-02-26,7.16950000009442,2.03093999971531,4,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
92,2019-02-28,7.17855999966035,2.03454000001304,6,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
93,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
94,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
95,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
96,2019-02-28,7.17855999966035,2.03454000001304,4,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
97,2019-02-28,7.17855999966035,2.03454000001304,4,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
98,2019-02-28,7.17855999966035,2.03454000001304,3,15.2207831168831,33.5133,2,2019,-0.6734809,29.385714,0
99,2019-03-01,9.35300000035687,2.63299000032536,15,15.2207831168831,33.5133,3,2019,0.3019977,29.56,1
100,2019-03-03,9.32583000023574,2.59931999992119,0,15.2207831168831,33.5133,3,2019,0.3019977,29.56,0
101,2019-03-03,9.32583000023574,2.59749999968086,0,15.2207831168831,33.5133,3,2019,0.3019977,29.56,0
102,2019-03-03,9.32583000023574,2.59749999968086,0,15.2207831168831,33.5133,3,2019,0.3019977,29.56,0
103,2019-03-03,9.32673000012962,2.59841000025019,0,15.2207831168831,33.5133,3,2019,0.3019977,29.56,0
104,2019-03-14,6.63332999967577,1.71182999977859,0,20.7116363636364,35.0546,3,2019,0.3019977,29.56,0
105,2019-03-18,9.35028000022965,2.63299000032536,0,21.6696558441558,36.9679,3,2019,0.3019977,29.56,0
106,2019-03-18,9.3511900000127,2.63299000032536,27,21.6696558441558,36.9679,3,2019,0.3019977,29.56,2
107,2019-03-19,6.73559999995815,2.1648300004132,6,21.6696558441558,36.9679,3,2019,0.3019977,29.56,0
108,2019-03-23,7.3666499999459,2.61310000007272,0,21.6696558441558,36.9679,3,2019,0.3019977,29.56,0
109,2019-03-29,6.63242000009039,1.71092000010755,0,28.8302727272727,39.0731,3,2019,0.3019977,29.56,0
110,2019-04-22,9.35300000035687,2.631170000085,0,30.7216116883117,43.2655,4,2019,-1.6143962,29.375711,0
111,2019-04-30,7.60091999994752,2.59475999972374,0,47.2835207792208,45.3171,4,2019,-1.6143962,29.375711,0
112,2019-05-03,6.54321999961108,2.35417999967922,0,47.2835207792208,45.3171,5,2019,-0.20337556,27.805714,0
113,2019-05-03,6.54321999961108,2.35417999967922,0,47.2835207792208,45.3171,5,2019,-0.20337556,27.805714,0
114,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
115,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
116,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
117,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
118,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
119,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
120,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
121,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
122,2019-05-10,6.36969000020195,2.4782699995666,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
123,2019-05-10,6.36969000020195,2.4782699995666,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
124,2019-05-10,6.36878000007405,2.47647000031604,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
125,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
126,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
127,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
128,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
129,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
130,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
131,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
132,2019-05-10,6.36878000007405,2.4782699995666,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
133,2019-05-10,6.36969000020195,2.4782699995666,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
134,2019-05-10,6.37059999960923,2.48370000015045,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
135,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
136,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
137,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
138,2019-05-10,6.37150000020241,2.4855000002993,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
139,2019-05-10,6.36969000020195,2.48098000028481,80,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,2
140,2019-05-10,6.36969000020195,2.4782699995666,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
141,2019-05-10,6.36878000007405,2.48099000033053,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
142,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
143,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
144,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
145,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
146,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
147,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
148,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
149,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
150,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
151,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
152,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
153,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
154,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
155,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
156,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
157,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
158,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
159,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
160,2019-05-10,6.37150000020241,2.47918000013593,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
161,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
162,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
163,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
164,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
165,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
166,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
167,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
168,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
169,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
170,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
171,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
172,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
173,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
174,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
175,2019-05-10,6.36969000020195,2.48098000028481,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
176,2019-05-14,6.54141000027535,2.35598999987382,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
177,2019-05-14,6.54231999990803,2.35598999987382,0,45.9982597402598,47.2587,5,2019,-0.20337556,27.805714,0
178,2019-05-28,6.38849999971587,2.31821000043231,15,62.1443662337662,50.7229,5,2019,-0.20337556,27.805714,1
179,2019-05-30,6.40375000015474,2.23047999977917,10,62.1443662337662,50.7229,5,2019,-0.20337556,27.805714,1
180,2019-06-07,6.41746999983021,2.33897000017299,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
181,2019-06-07,6.41476000043508,2.33897000017299,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
182,2019-06-13,6.36424000025914,2.45658000006344,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
183,2019-06-13,6.36424000025914,2.45658000006344,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
184,2019-06-13,6.36424000025914,2.45839000025804,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
185,2019-06-13,6.36424000025914,2.4601900004069,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
186,2019-06-13,6.36424000025914,2.45928999988332,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
187,2019-06-13,6.36515000039801,2.46380999989781,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
188,2019-06-13,6.36424000025914,2.45839000025804,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
189,2019-06-13,6.36424000025914,2.45839000025804,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
190,2019-06-13,6.36424000025914,2.45839000025804,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
191,2019-06-13,6.36424000025914,2.45839000025804,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
192,2019-06-13,6.36424000025914,2.45839000025804,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
193,2019-06-13,6.36424000025914,2.4601900004069,0,60.893738961039,51.9983,6,2019,0.7925361,26.35,0
194,2019-06-18,6.41114000025247,2.34350000023324,0,58.1032883116883,53.0247,6,2019,0.7925361,26.35,0
195,2019-06-18,6.41656999981139,2.33986999979827,0,58.1032883116883,53.0247,6,2019,0.7925361,26.35,0
196,2019-06-18,6.41656999981139,2.33986999979827,0,58.1032883116883,53.0247,6,2019,0.7925361,26.35,0
197,2019-06-18,6.41566000008031,2.33987999984402,0,58.1032883116883,53.0247,6,2019,0.7925361,26.35,0
198,2019-07-01,6.41204000004052,2.34169000003863,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
199,2019-07-01,6.42018999980293,2.34167999999287,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
200,2019-07-01,6.42018999980293,2.34167999999287,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
201,2019-07-01,6.42018999980293,2.34167999999287,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
202,2019-07-01,6.42108999967343,2.34257999961815,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
203,2019-07-01,6.41566000008031,2.33987999984402,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
204,2019-07-01,6.41294999998634,2.33897000017299,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
205,2019-07-01,6.41294999998634,2.33897000017299,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
206,2019-07-01,6.41204000004052,2.34169000003863,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
207,2019-07-01,6.41566000008031,2.34167999999287,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
208,2019-07-01,6.4220000004144,2.34620000000737,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
209,2019-07-01,6.41204000004052,2.34169000003863,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
210,2019-07-01,6.41204000004052,2.34169000003863,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
211,2019-07-01,6.41204000004052,2.34169000003863,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
212,2019-07-01,6.41294999998634,2.34258999966391,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
213,2019-07-01,6.41294999998634,2.34258999966391,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
214,2019-07-01,6.41566000008031,2.3407800003676,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
215,2019-07-01,6.42018999980293,2.34167999999287,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
216,2019-07-01,6.4220000004144,2.34620000000737,0,56.1264662337662,53.8446,7,2019,0.50341433,25.537144,0
217,2019-07-08,6.36596999994669,2.38875999975439,0,55.818487012987,54.4081,7,2019,0.50341433,25.537144,0
218,2019-07-08,6.36596999994669,2.38875999975439,0,55.818487012987,54.4081,7,2019,0.50341433,25.537144,0
219,2019-07-08,6.36596999994669,2.38875999975439,0,55.818487012987,54.4081,7,2019,0.50341433,25.537144,0
220,2019-08-13,6.38495000001284,2.37789000033762,0,49.2276701298701,55.2875,8,2019,-1.0729687,25.301428,0
221,2019-08-13,6.38404999982296,2.37789000033762,0,49.2276701298701,55.2875,8,2019,-1.0729687,25.301428,0
222,2019-08-18,10.2716799998008,1.3774199999239,3,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
223,2019-08-18,10.2680699996036,1.37744000001538,9,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
224,2019-08-18,10.2716799998008,1.3774199999239,7,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
225,2019-08-18,10.2680699996036,1.37834999968642,5,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
226,2019-08-18,10.2707800000284,1.37742999996966,4,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
227,2019-08-18,10.2698800003461,1.37742999996966,3,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
228,2019-08-18,10.2698800003461,1.37742999996966,9,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
229,2019-08-18,10.2716799998008,1.3774199999239,7,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
230,2019-08-18,10.2698800003461,1.37742999996966,9,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
231,2019-08-19,10.2689700000175,1.37742999996966,3,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
232,2019-08-21,10.3051199999864,1.37360000041644,11,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,1
233,2019-08-22,10.3051400000529,1.37725000004459,0,59.527187012987,55.4393,8,2019,-0.33677346,26.713333,0
234,2019-08-27,9.35029000036681,2.6402800004342,0,55.4485948051948,55.5117,8,2019,-1.0729687,25.301428,0
235,2019-08-27,9.34667000018565,2.63936999986487,20,55.4485948051948,55.5117,8,2019,-1.0729687,25.301428,1
236,2019-08-27,9.3548100001471,2.63662999990776,15,55.4485948051948,55.5117,8,2019,-1.0729687,25.301428,1
237,2019-08-28,6.50279000040064,2.61923000026531,0,55.4485948051948,55.5117,8,2019,-1.0729687,25.301428,0
238,2019-08-31,9.36565000016769,2.6229600002594,2,55.4485948051948,55.5117,8,2019,-1.0729687,25.301428,0
